2025-02-26T09:12:34.137Z,OAuthStart,{}
2025-02-26T09:12:38.254Z,OAuthStart,{}
2025-02-26T09:14:01.365Z,OAuthStart,{}
2025-02-26T09:14:02.964Z,OAuthStart,{}
2025-02-26T09:20:48.245Z,OAuthStart,{}
2025-02-26T09:20:49.450Z,OAuthStart,{}
2025-02-26T09:53:11.479Z,WebhookReceived,[{"eventId":2569800881,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563590754,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"dbc996d36fcb4fd982be9ba19163660c","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:11.484Z,WebhookReceived,[{"eventId":3143978707,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563590754,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"358320f5-f8f4-408c-ba11-b9fdf174b7c5","messageType":"WELCOME_MESSAGE","changeFlag":"NEW_MESSAGE"},{"eventId":3298477891,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563590754,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"2694073d-956d-4712-9168-95e18cec68c5","messageType":"WELCOME_MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:11.565Z,WebhookReceived,[{"eventId":3330488003,"subscriptionId":3216315,"portalId":25286079,"appId":8348758,"occurredAt":1740563591008,"subscriptionType":"conversation.creation","attemptNumber":0,"objectId":10432761068,"changeFlag":"CREATION"},{"eventId":3775565504,"subscriptionId":3216326,"portalId":25286079,"appId":8348758,"occurredAt":1740563591001,"subscriptionType":"conversation.propertyChange","attemptNumber":0,"objectId":10432761068,"propertyName":"status","propertyValue":"OPEN","changeFlag":"PROPERTY_CHANGE"}]
2025-02-26T09:53:11.850Z,WebhookReceived,[{"eventId":2161622015,"subscriptionId":3216325,"portalId":25286079,"appId":8348758,"occurredAt":1740563591127,"subscriptionType":"conversation.propertyChange","attemptNumber":0,"objectId":10432761068,"propertyName":"assignedTo","propertyValue":"B-16108200","changeFlag":"PROPERTY_CHANGE"}]
2025-02-26T09:53:14.267Z,WebhookReceived,[{"eventId":4122635461,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563593382,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"62a40c67-411b-476d-bb5e-5ddfb06c7662","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:26.280Z,WebhookReceived,[{"eventId":1894976289,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563605524,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"36cc01f8848a4d67802b38912cdd1edc","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:28.389Z,WebhookReceived,[{"eventId":2294384949,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563607684,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"129e7e23-2662-4039-8342-e440cba4fe15","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:37.629Z,WebhookReceived,[{"eventId":2480591028,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563616877,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"ffb5a04d560d4151b26f6af32d7ceb84","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:39.806Z,WebhookReceived,[{"eventId":2078039496,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563618809,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"0fee8914-8284-4ff6-99b9-e00a4c6a44a0","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:50.878Z,WebhookReceived,[{"eventId":4039862094,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563630259,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"70509beb8ef048a0ab45fa4b19867021","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:53:52.116Z,WebhookReceived,[{"eventId":3389231119,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563631485,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"bea0789a-5429-4f15-9d67-682428708adc","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
2025-02-26T09:54:02.991Z,WebhookReceived,[{"eventId":1670255115,"subscriptionId":3216324,"portalId":25286079,"appId":8348758,"occurredAt":1740563641444,"subscriptionType":"conversation.newMessage","attemptNumber":0,"objectId":10432761068,"messageId":"c0742d77faa34ae8af0824e64d80f604","messageType":"MESSAGE","changeFlag":"NEW_MESSAGE"}]
